,Company,Security,GICS Sector,GICS Sub-Industry,Founded,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,Date
5923,CDW,CDW,Information Technology,Technology Distributors,1984,104.57,107.9,90.59,107.17,18926200,0.38,0,2020,5,1,2020/05/01
5924,CDW,CDW,Information Technology,Technology Distributors,1984,106.92,125.31,104.88,112.66,24637600,0,0,2020,6,1,2020/06/01
5925,CDW,CDW,Information Technology,Technology Distributors,1984,112.51,117.8,106.85,112.72,15165100,0,0,2020,7,1,2020/07/01
5926,CDW,CDW,Information Technology,Technology Distributors,1984,113.14,118.23,106.75,110.2,15300900,0.38,0,2020,8,1,2020/08/01
5927,CDW,CDW,Information Technology,Technology Distributors,1984,109.7,118.6,103.01,116.3,20149900,0,0,2020,9,1,2020/09/01
5928,CDW,CDW,Information Technology,Technology Distributors,1984,117.2,128.68,113.86,119.29,13659500,0,0,2020,10,1,2020/10/01
5929,CDW,CDW,Information Technology,Technology Distributors,1984,121.79,142.98,119.89,126.97,20405700,0.4,0,2020,11,1,2020/11/01
5930,CDW,CDW,Information Technology,Technology Distributors,1984,128.76,133.35,125.17,128.62,18323700,0,0,2020,12,1,2020/12/01
5931,CDW,CDW,Information Technology,Technology Distributors,1984,128.58,134.49,122.45,128.5,16590600,0,0,2021,1,1,2021/01/01
5932,CDW,CDW,Information Technology,Technology Distributors,1984,130.26,158.82,129.52,153.12,16258200,0.4,0,2021,2,1,2021/02/01
5933,CDW,CDW,Information Technology,Technology Distributors,1984,156.65,165.32,145.7,162.18,18951900,0,0,2021,3,1,2021/03/01
5934,CDW,CDW,Information Technology,Technology Distributors,1984,164.02,180.6,163,174.49,15457400,0,0,2021,4,1,2021/04/01
5935,CDW,CDW,Information Technology,Technology Distributors,1984,176.38,176.88,159.07,161.86,18647900,0.4,0,2021,5,1,2021/05/01
5936,CDW,CDW,Information Technology,Technology Distributors,1984,162.77,173.59,159.35,171.3,16526900,0,0,2021,6,1,2021/06/01
5937,CDW,CDW,Information Technology,Technology Distributors,1984,171.5,180.25,168.04,179.83,12046400,0,0,2021,7,1,2021/07/01
5938,CDW,CDW,Information Technology,Technology Distributors,1984,181.25,197.49,175.8,196.76,14897800,0.4,0,2021,8,1,2021/08/01
5939,CDW,CDW,Information Technology,Technology Distributors,1984,197.49,200.31,178.76,178.89,14179300,0,0,2021,9,1,2021/09/01
5940,CDW,CDW,Information Technology,Technology Distributors,1984,179.52,189.79,169.28,183.44,15212300,0,0,2021,10,1,2021/10/01
5941,CDW,CDW,Information Technology,Technology Distributors,1984,183.58,197.08,178.89,186.1,16288900,0.5,0,2021,11,1,2021/11/01
5942,CDW,CDW,Information Technology,Technology Distributors,1984,189.19,204.62,179.37,201.77,22427800,0,0,2021,12,1,2021/12/01
5943,CDW,CDW,Information Technology,Technology Distributors,1984,202.32,205.64,174.79,186.27,18177700,0,0,2022,1,1,2022/01/01
5944,CDW,CDW,Information Technology,Technology Distributors,1984,185.92,196.83,160.89,169.93,21484600,0.5,0,2022,2,1,2022/02/01
5945,CDW,CDW,Information Technology,Technology Distributors,1984,169.17,180.7,160.99,176.78,17523400,0,0,2022,3,1,2022/03/01
5946,CDW,CDW,Information Technology,Technology Distributors,1984,177.78,178.89,159.76,161.26,18134900,0,0,2022,4,1,2022/04/01
5947,CDW,CDW,Information Technology,Technology Distributors,1984,161.1,175.48,153.56,167.86,20379200,0.5,0,2022,5,1,2022/05/01
5948,CDW,CDW,Information Technology,Technology Distributors,1984,168.95,177.32,152.79,156.19,15144300,0,0,2022,6,1,2022/06/01
5949,CDW,CDW,Information Technology,Technology Distributors,1984,155.04,180.47,150.83,179.95,11146400,0,0,2022,7,1,2022/07/01
5950,CDW,CDW,Information Technology,Technology Distributors,1984,178.44,187.26,168.85,169.21,21069200,0.5,0,2022,8,1,2022/08/01
5951,CDW,CDW,Information Technology,Technology Distributors,1984,168.48,176.77,154.95,155.14,13266900,0,0,2022,9,1,2022/09/01
5952,CDW,CDW,Information Technology,Technology Distributors,1984,156.12,173.1,147.02,171.77,13733600,0,0,2022,10,1,2022/10/01
5953,CDW,CDW,Information Technology,Technology Distributors,1984,173.01,189.59,165,187.51,13415200,0.59,0,2022,11,1,2022/11/01
5954,CDW,CDW,Information Technology,Technology Distributors,1984,189.45,196.43,174.83,178.06,11512200,0,0,2022,12,1,2022/12/01
5955,CDW,CDW,Information Technology,Technology Distributors,1984,178.88,201.2,177.1,195.46,15498200,0,0,2023,1,1,2023/01/01
5956,CDW,CDW,Information Technology,Technology Distributors,1984,194.21,214.38,194.21,201.83,19032200,0.59,0,2023,2,1,2023/02/01
5957,CDW,CDW,Information Technology,Technology Distributors,1984,202.14,203.68,184.34,194.89,16756200,0,0,2023,3,1,2023/03/01
5958,CE,Celanese,Materials,Specialty Chemicals,1918,95.86,101.75,94.64,96.54,14396600,0,0,2018,1,1,2018/01/01
5959,CE,Celanese,Materials,Specialty Chemicals,1918,95.96,96.85,86.02,90.02,11880500,0.46,0,2018,2,1,2018/02/01
5960,CE,Celanese,Materials,Specialty Chemicals,1918,90.59,97.95,86.51,89.84,18181600,0,0,2018,3,1,2018/03/01
5961,CE,Celanese,Materials,Specialty Chemicals,1918,89.67,101.5,85.57,97.43,20488800,0.54,0,2018,4,1,2018/04/01
5962,CE,Celanese,Materials,Specialty Chemicals,1918,97.25,104.81,93.05,101.73,21091800,0,0,2018,5,1,2018/05/01
5963,CE,Celanese,Materials,Specialty Chemicals,1918,102.81,106.67,97.22,100.06,19029800,0,0,2018,6,1,2018/06/01
5964,CE,Celanese,Materials,Specialty Chemicals,1918,99.16,106.52,97.36,106.41,21769000,0.54,0,2018,7,1,2018/07/01
5965,CE,Celanese,Materials,Specialty Chemicals,1918,106.4,107.98,102.27,105.75,17628100,0,0,2018,8,1,2018/08/01
5966,CE,Celanese,Materials,Specialty Chemicals,1918,105.32,106.79,101.55,103.19,15761500,0,0,2018,9,1,2018/09/01
5967,CE,Celanese,Materials,Specialty Chemicals,1918,103.99,104.71,83.89,87.75,35855300,0.54,0,2018,10,1,2018/10/01
5968,CE,Celanese,Materials,Specialty Chemicals,1918,89.33,97.12,88.77,91.88,29447600,0,0,2018,11,1,2018/11/01
5969,CE,Celanese,Materials,Specialty Chemicals,1918,94.06,95.51,75.47,81.9,55088600,0,0,2018,12,1,2018/12/01
5970,CE,Celanese,Materials,Specialty Chemicals,1918,80.63,89.56,79.41,87.17,31611800,0,0,2019,1,1,2019/01/01
5971,CE,Celanese,Materials,Specialty Chemicals,1918,87.33,95.41,86.08,93.11,19307600,0.54,0,2019,2,1,2019/02/01
5972,CE,Celanese,Materials,Specialty Chemicals,1918,94.49,95.54,88.26,90.25,20364400,0,0,2019,3,1,2019/03/01
5973,CE,Celanese,Materials,Specialty Chemicals,1918,91.05,104.19,91.03,98.75,21895500,0.62,0,2019,4,1,2019/04/01
5974,CE,Celanese,Materials,Specialty Chemicals,1918,99.19,100.29,87.2,87.38,25659800,0,0,2019,5,1,2019/05/01
5975,CE,Celanese,Materials,Specialty Chemicals,1918,87.4,99.52,87.33,99.23,19911000,0,0,2019,6,1,2019/06/01
5976,CE,Celanese,Materials,Specialty Chemicals,1918,100.45,104.4,94.96,103.25,20383900,0.62,0,2019,7,1,2019/07/01
5977,CE,Celanese,Materials,Specialty Chemicals,1918,103.66,106.24,94.46,104.94,20791900,0,0,2019,8,1,2019/08/01
5978,CE,Celanese,Materials,Specialty Chemicals,1918,103.57,117.69,102.41,113.19,16265100,0,0,2019,9,1,2019/09/01
5979,CE,Celanese,Materials,Specialty Chemicals,1918,113.37,116.45,106.6,112.14,19754600,0.62,0,2019,10,1,2019/10/01
5980,CE,Celanese,Materials,Specialty Chemicals,1918,113.77,119.9,113.23,116.82,12574500,0,0,2019,11,1,2019/11/01
5981,CE,Celanese,Materials,Specialty Chemicals,1918,117.08,117.81,112.31,114.54,15848700,0,0,2019,12,1,2019/12/01
5982,CE,Celanese,Materials,Specialty Chemicals,1918,115.26,115.91,94.1,96.29,17819800,0,0,2020,1,1,2020/01/01
5983,CE,Celanese,Materials,Specialty Chemicals,1918,97.43,104.03,81.93,87.21,19926100,0.62,0,2020,2,1,2020/02/01
5984,CE,Celanese,Materials,Specialty Chemicals,1918,88.03,91.78,49.3,68.66,30439200,0,0,2020,3,1,2020/03/01
5985,CE,Celanese,Materials,Specialty Chemicals,1918,65.4,81.44,62.24,77.72,22353400,0.62,0,2020,4,1,2020/04/01
5986,CE,Celanese,Materials,Specialty Chemicals,1918,76.66,90.55,65.72,84.79,20779900,0,0,2020,5,1,2020/05/01
5987,CE,Celanese,Materials,Specialty Chemicals,1918,85.22,96.29,76.98,81.42,20126800,0,0,2020,6,1,2020/06/01
5988,CE,Celanese,Materials,Specialty Chemicals,1918,82.08,93.13,78.36,91.66,19928100,0.62,0,2020,7,1,2020/07/01
5989,CE,Celanese,Materials,Specialty Chemicals,1918,92.21,101.6,90.12,96.02,14737100,0,0,2020,8,1,2020/08/01
5990,CE,Celanese,Materials,Specialty Chemicals,1918,95.56,109.2,94.95,102,17660100,0,0,2020,9,1,2020/09/01
5991,CE,Celanese,Materials,Specialty Chemicals,1918,102.7,115.59,98.06,107.75,15851700,0.62,0,2020,10,1,2020/10/01
5992,CE,Celanese,Materials,Specialty Chemicals,1918,110.17,131.98,109.66,123.41,18761200,0,0,2020,11,1,2020/11/01
5993,CE,Celanese,Materials,Specialty Chemicals,1918,125.76,127.43,120.43,123.99,17732000,0,0,2020,12,1,2020/12/01
5994,CE,Celanese,Materials,Specialty Chemicals,1918,124.87,133.68,110.14,116.56,18378800,0,0,2021,1,1,2021/01/01
5995,CE,Celanese,Materials,Specialty Chemicals,1918,117.98,136.17,115.39,132.55,16352300,0.68,0,2021,2,1,2021/02/01
5996,CE,Celanese,Materials,Specialty Chemicals,1918,135.79,149.29,133.75,143.72,19744100,0,0,2021,3,1,2021/03/01
5997,CE,Celanese,Materials,Specialty Chemicals,1918,144.02,154.24,142.16,150.28,15592100,0.68,0,2021,4,1,2021/04/01
5998,CE,Celanese,Materials,Specialty Chemicals,1918,152.73,164.77,152.66,159.43,13945200,0,0,2021,5,1,2021/05/01
5999,CE,Celanese,Materials,Specialty Chemicals,1918,162.11,163.24,139.33,146.08,17439600,0,0,2021,6,1,2021/06/01
6000,CE,Celanese,Materials,Specialty Chemicals,1918,149.07,152.45,139.57,150.1,16377900,0.68,0,2021,7,1,2021/07/01
6001,CE,Celanese,Materials,Specialty Chemicals,1918,151.28,158.57,146.03,153.53,12146800,0,0,2021,8,1,2021/08/01
6002,CE,Celanese,Materials,Specialty Chemicals,1918,153.69,154.11,137.63,145.82,15768000,0,0,2021,9,1,2021/09/01
6003,CE,Celanese,Materials,Specialty Chemicals,1918,146.67,168.37,145.99,156.34,13078900,0.68,0,2021,10,1,2021/10/01
6004,CE,Celanese,Materials,Specialty Chemicals,1918,157.28,169.18,146.44,147.12,15187700,0,0,2021,11,1,2021/11/01
6005,CE,Celanese,Materials,Specialty Chemicals,1918,150.34,164.29,144.37,163.36,14467000,0,0,2021,12,1,2021/12/01
6006,CE,Celanese,Materials,Specialty Chemicals,1918,164.17,171.56,145,151.35,14541500,0,0,2022,1,1,2022/01/01
6007,CE,Celanese,Materials,Specialty Chemicals,1918,150.86,157.54,129.76,135.38,20484800,0.68,0,2022,2,1,2022/02/01
6008,CE,Celanese,Materials,Specialty Chemicals,1918,136.14,143.66,129.13,139.49,26060200,0,0,2022,3,1,2022/03/01
6009,CE,Celanese,Materials,Specialty Chemicals,1918,141.88,150.34,133.65,143.46,17054300,0.68,0,2022,4,1,2022/04/01
6010,CE,Celanese,Materials,Specialty Chemicals,1918,144.55,156.22,133.09,153.57,22326700,0,0,2022,5,1,2022/05/01
6011,CE,Celanese,Materials,Specialty Chemicals,1918,153.92,158.33,113.15,115.39,22777700,0,0,2022,6,1,2022/06/01
6012,CE,Celanese,Materials,Specialty Chemicals,1918,114.57,121.25,102.76,115.29,25459100,0.68,0,2022,7,1,2022/07/01
6013,CE,Celanese,Materials,Specialty Chemicals,1918,113.85,117.76,107.9,109.41,20789800,0,0,2022,8,1,2022/08/01
6014,CE,Celanese,Materials,Specialty Chemicals,1918,108.17,117.37,85.58,89.16,26143100,0,0,2022,9,1,2022/09/01
6015,CE,Celanese,Materials,Specialty Chemicals,1918,90.95,96.26,85.83,94.87,20530900,0.7,0,2022,10,1,2022/10/01
6016,CE,Celanese,Materials,Specialty Chemicals,1918,97.27,111.63,89.55,106.68,26551600,0,0,2022,11,1,2022/11/01
6017,CE,Celanese,Materials,Specialty Chemicals,1918,108.08,110.82,98.27,101.65,20669200,0,0,2022,12,1,2022/12/01
6018,CE,Celanese,Materials,Specialty Chemicals,1918,102.74,122.83,100.35,122.49,19426900,0,0,2023,1,1,2023/01/01
6019,CE,Celanese,Materials,Specialty Chemicals,1918,121.71,127.61,109.51,115.56,18220200,0.7,0,2023,2,1,2023/02/01
6020,CE,Celanese,Materials,Specialty Chemicals,1918,116.31,125.24,97.12,108.89,33097600,0,0,2023,3,1,2023/03/01
6021,CNC,Centene Corporation,Health Care,Managed Health Care,1984,50.35,56.21,49.53,53.62,46452800,0,0,2018,1,1,2018/01/01
6022,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.49,53.65,48.81,50.71,64260400,0,0,2018,2,1,2018/02/01
6023,CNC,Centene Corporation,Health Care,Managed Health Care,1984,50.69,53.53,49.26,53.44,60272000,0,0,2018,3,1,2018/03/01
6024,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.74,56.94,52.14,54.29,61266800,0,0,2018,4,1,2018/04/01
6025,CNC,Centene Corporation,Health Care,Managed Health Care,1984,54.38,59.47,53.53,58.58,99796400,0,0,2018,5,1,2018/05/01
6026,CNC,Centene Corporation,Health Care,Managed Health Care,1984,58.99,63.15,58.25,61.6,67755400,0,0,2018,6,1,2018/06/01
6027,CNC,Centene Corporation,Health Care,Managed Health Care,1984,61.4,68.14,60.51,65.17,55558400,0,0,2018,7,1,2018/07/01
6028,CNC,Centene Corporation,Health Care,Managed Health Care,1984,65.63,73.96,65.38,73.24,54516400,0,0,2018,8,1,2018/08/01
6029,CNC,Centene Corporation,Health Care,Managed Health Care,1984,73.2,74.12,70.57,72.39,42446400,0,0,2018,9,1,2018/09/01
6030,CNC,Centene Corporation,Health Care,Managed Health Care,1984,72.61,73.5,61.47,65.16,81696800,0,0,2018,10,1,2018/10/01
6031,CNC,Centene Corporation,Health Care,Managed Health Care,1984,65.65,72.18,64.14,71.13,61872200,0,0,2018,11,1,2018/11/01
6032,CNC,Centene Corporation,Health Care,Managed Health Care,1984,71.87,74.49,54.25,57.65,80351000,0,0,2018,12,1,2018/12/01
6033,CNC,Centene Corporation,Health Care,Managed Health Care,1984,57.03,65.68,54.86,65.29,68229000,0,0,2019,1,1,2019/01/01
6034,CNC,Centene Corporation,Health Care,Managed Health Care,1984,65.04,69.25,59.93,60.89,62722300,0,2,2019,2,1,2019/02/01
6035,CNC,Centene Corporation,Health Care,Managed Health Care,1984,61.53,62.32,49.56,53.1,114115200,0,0,2019,3,1,2019/03/01
6036,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.67,58.25,45.44,51.56,207470400,0,0,2019,4,1,2019/04/01
6037,CNC,Centene Corporation,Health Care,Managed Health Care,1984,51.39,58.24,49.4,57.75,225792600,0,0,2019,5,1,2019/05/01
6038,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.5,56.71,51.11,52.44,157610400,0,0,2019,6,1,2019/06/01
6039,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.05,54.89,49.96,52.09,103635500,0,0,2019,7,1,2019/07/01
6040,CNC,Centene Corporation,Health Care,Managed Health Care,1984,52,52.35,44.5,46.62,106437500,0,0,2019,8,1,2019/08/01
6041,CNC,Centene Corporation,Health Care,Managed Health Care,1984,46.22,47.53,42.77,43.26,88896900,0,0,2019,9,1,2019/09/01
6042,CNC,Centene Corporation,Health Care,Managed Health Care,1984,43.5,54.44,41.62,53.08,130251000,0,0,2019,10,1,2019/10/01
6043,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.4,61.29,50.81,60.47,96943500,0,0,2019,11,1,2019/11/01
6044,CNC,Centene Corporation,Health Care,Managed Health Care,1984,60.32,63.79,57.05,62.87,77282800,0,0,2019,12,1,2019/12/01
6045,CNC,Centene Corporation,Health Care,Managed Health Care,1984,62.98,68.64,60.74,62.81,117998100,0,0,2020,1,1,2020/01/01
6046,CNC,Centene Corporation,Health Care,Managed Health Care,1984,63.31,67.45,50.46,53.02,109356600,0,0,2020,2,1,2020/02/01
6047,CNC,Centene Corporation,Health Care,Managed Health Care,1984,53.51,63.97,43.96,59.41,176776300,0,0,2020,3,1,2020/03/01
6048,CNC,Centene Corporation,Health Care,Managed Health Care,1984,56.36,74.7,53.83,66.58,102879300,0,0,2020,4,1,2020/04/01
6049,CNC,Centene Corporation,Health Care,Managed Health Care,1984,65.35,70.62,62.37,66.25,65577400,0,0,2020,5,1,2020/05/01
6050,CNC,Centene Corporation,Health Care,Managed Health Care,1984,66.04,67.26,59.54,63.55,110916200,0,0,2020,6,1,2020/06/01
6051,CNC,Centene Corporation,Health Care,Managed Health Care,1984,63.97,68.45,62.18,65.25,67509800,0,0,2020,7,1,2020/07/01
6052,CNC,Centene Corporation,Health Care,Managed Health Care,1984,65.65,65.92,58.37,61.32,58162500,0,0,2020,8,1,2020/08/01
6053,CNC,Centene Corporation,Health Care,Managed Health Care,1984,61.12,62.78,53.6,58.33,80186600,0,0,2020,9,1,2020/09/01
6054,CNC,Centene Corporation,Health Care,Managed Health Care,1984,58.36,68.64,57.6,59.1,65101600,0,0,2020,10,1,2020/10/01
6055,CNC,Centene Corporation,Health Care,Managed Health Care,1984,60.02,72.31,59.84,61.65,82079800,0,0,2020,11,1,2020/11/01
6056,CNC,Centene Corporation,Health Care,Managed Health Care,1984,62.52,65.55,57.56,60.03,82545300,0,0,2020,12,1,2020/12/01
6057,CNC,Centene Corporation,Health Care,Managed Health Care,1984,60.61,70.26,57.8,60.3,78599100,0,0,2021,1,1,2021/01/01
6058,CNC,Centene Corporation,Health Care,Managed Health Care,1984,60.25,62.33,57.16,58.54,69462100,0,0,2021,2,1,2021/02/01
6059,CNC,Centene Corporation,Health Care,Managed Health Care,1984,59.01,66.32,58.37,63.91,71586700,0,0,2021,3,1,2021/03/01
6060,CNC,Centene Corporation,Health Care,Managed Health Care,1984,63.84,66.68,59.33,61.74,83739100,0,0,2021,4,1,2021/04/01
6061,CNC,Centene Corporation,Health Care,Managed Health Care,1984,61.45,74.52,61.45,73.6,105015400,0,0,2021,5,1,2021/05/01
6062,CNC,Centene Corporation,Health Care,Managed Health Care,1984,73.87,75.25,68.46,72.93,86752600,0,0,2021,6,1,2021/06/01
6063,CNC,Centene Corporation,Health Care,Managed Health Care,1984,73.14,75.59,68.25,68.61,66342600,0,0,2021,7,1,2021/07/01
6064,CNC,Centene Corporation,Health Care,Managed Health Care,1984,68.62,70.46,62.38,62.98,72779400,0,0,2021,8,1,2021/08/01
6065,CNC,Centene Corporation,Health Care,Managed Health Care,1984,63.39,65.05,59.67,62.31,72230300,0,0,2021,9,1,2021/09/01
6066,CNC,Centene Corporation,Health Care,Managed Health Care,1984,62.67,72.82,60.81,71.24,82271800,0,0,2021,10,1,2021/10/01
6067,CNC,Centene Corporation,Health Care,Managed Health Care,1984,70.39,77.65,68.45,71.41,79696800,0,0,2021,11,1,2021/11/01
6068,CNC,Centene Corporation,Health Care,Managed Health Care,1984,72.3,85.44,69.51,82.4,99277300,0,0,2021,12,1,2021/12/01
6069,CNC,Centene Corporation,Health Care,Managed Health Care,1984,83.14,83.14,74.47,77.76,73349000,0,0,2022,1,1,2022/01/01
6070,CNC,Centene Corporation,Health Care,Managed Health Care,1984,78.03,86.81,76.03,82.62,48398300,0,0,2022,2,1,2022/02/01
6071,CNC,Centene Corporation,Health Care,Managed Health Care,1984,82.25,88.61,81.32,84.19,63114200,0,0,2022,3,1,2022/03/01
6072,CNC,Centene Corporation,Health Care,Managed Health Care,1984,84.96,89.92,80.17,80.55,49912600,0,0,2022,4,1,2022/04/01
6073,CNC,Centene Corporation,Health Care,Managed Health Care,1984,80.99,87.34,78.13,81.44,66668600,0,0,2022,5,1,2022/05/01
6074,CNC,Centene Corporation,Health Care,Managed Health Care,1984,81.9,86.98,74.86,84.61,59091500,0,0,2022,6,1,2022/06/01
6075,CNC,Centene Corporation,Health Care,Managed Health Care,1984,84.73,94.58,81.75,92.97,57381800,0,0,2022,7,1,2022/07/01
6076,CNC,Centene Corporation,Health Care,Managed Health Care,1984,93.15,98.53,87.16,89.74,62561600,0,0,2022,8,1,2022/08/01
6077,CNC,Centene Corporation,Health Care,Managed Health Care,1984,89.45,93.58,76.61,77.81,98215800,0,0,2022,9,1,2022/09/01
6078,CNC,Centene Corporation,Health Care,Managed Health Care,1984,78.44,86.61,73.19,85.13,78745200,0,0,2022,10,1,2022/10/01
6079,CNC,Centene Corporation,Health Care,Managed Health Care,1984,85.21,87.18,79.01,87.05,74629000,0,0,2022,11,1,2022/11/01
6080,CNC,Centene Corporation,Health Care,Managed Health Care,1984,87.41,87.84,79.39,82.01,64721600,0,0,2022,12,1,2022/12/01
6081,CNC,Centene Corporation,Health Care,Managed Health Care,1984,82,83.61,74.59,76.24,75484000,0,0,2023,1,1,2023/01/01
6082,CNC,Centene Corporation,Health Care,Managed Health Care,1984,76.04,76.3,68.06,68.4,84566100,0,0,2023,2,1,2023/02/01
6083,CNC,Centene Corporation,Health Care,Managed Health Care,1984,67.87,69.82,61.71,63.21,88846600,0,0,2023,3,1,2023/03/01
6084,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.93,24.01,22.85,23.75,83279700,0,0,2018,1,1,2018/01/01
6085,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.74,23.87,21.78,22.8,81262800,0.278,0,2018,2,1,2018/02/01
6086,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.04,23.5,22.48,23.33,124024300,0,0,2018,3,1,2018/03/01
6087,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.39,23.45,21.13,21.57,106927100,0,0,2018,4,1,2018/04/01
6088,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,21.51,23.06,21.28,22.25,112501700,0.278,0,2018,5,1,2018/05/01
6089,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,22.49,24.1,21.61,23.85,78576500,0,0,2018,6,1,2018/06/01
6090,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.89,24.57,22.85,24.52,69184600,0,0,2018,7,1,2018/07/01
6091,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.38,24.52,23.65,23.92,58422900,0.278,0,2018,8,1,2018/08/01
6092,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.06,25.26,23.36,24.04,151649500,0,0,2018,9,1,2018/09/01
6093,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.99,24.73,23.25,23.48,130134300,0,0,2018,10,1,2018/10/01
6094,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,23.52,24.93,23.36,24.35,98628500,0.278,0,2018,11,1,2018/11/01
6095,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.67,26.02,23.54,24.79,110967300,0,0,2018,12,1,2018/12/01
6096,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.73,27.21,24.36,27.15,114232000,0,0,2019,1,1,2019/01/01
6097,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,27.1,27.59,25.64,26.46,88508200,0.288,0,2019,2,1,2019/02/01
6098,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,26.68,27.53,26.37,27.21,95346000,0,0,2019,3,1,2019/03/01
6099,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,27.2,27.51,26.55,27.47,82540000,0,0,2019,4,1,2019/04/01
6100,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,27.38,27.62,24.99,25.2,117371100,0.288,0,2019,5,1,2019/05/01
6101,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,25.6,27.06,25.19,25.62,91467400,0,0,2019,6,1,2019/06/01
6102,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,25.59,26.6,25.29,25.96,85349200,0,0,2019,7,1,2019/07/01
6103,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,25.99,26.38,24.3,24.78,96910500,0.288,0,2019,8,1,2019/08/01
6104,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.98,27.77,24.97,27.29,93908900,0,0,2019,9,1,2019/09/01
6105,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,27.29,27.41,25.21,26.28,102340800,0,0,2019,10,1,2019/10/01
6106,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,26.28,26.47,21.93,22.21,127609800,0.288,0,2019,11,1,2019/11/01
6107,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,22.44,24.95,22.2,24.94,119800500,0,0,2019,12,1,2019/12/01
6108,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,25,25,23.69,24.22,104223900,0,0,2020,1,1,2020/01/01
6109,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,24.26,25.18,20.56,21.05,117401900,0.29,0,2020,2,1,2020/02/01
6110,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,21.34,22.35,10.71,14.28,228768500,0,0,2020,3,1,2020/03/01
6111,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,13.36,16.86,12.07,15.74,170931600,0,0,2020,4,1,2020/04/01
6112,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,15.42,17.68,14.56,16.44,209450200,0.15,0,2020,5,1,2020/05/01
6113,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,16.58,18.04,16.17,17.41,239684400,0,0,2020,6,1,2020/06/01
6114,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,17.44,19.2,17.16,17.73,158645200,0,0,2020,7,1,2020/07/01
6115,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,17.66,19.98,17.51,18.72,117147100,0.15,0,2020,8,1,2020/08/01
6116,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,18.65,19.5,17.48,18.18,97301600,0,0,2020,9,1,2020/09/01
6117,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,18.27,21.13,17.95,19.85,97231500,0,0,2020,10,1,2020/10/01
6118,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,20.13,23.86,19.79,21.79,114857500,0.15,0,2020,11,1,2020/11/01
6119,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,22.1,22.32,19.59,20.46,114985000,0,0,2020,12,1,2020/12/01
6120,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,20.48,20.98,19.4,19.94,83358100,0,0,2021,1,1,2021/01/01
6121,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,20.12,20.89,18.25,18.38,90093200,0.16,0,2021,2,1,2021/02/01
